Телефон_new,ЧислоЗаказов,ОбщаяСуммаПокупок,ОбщееКоличествоТоваров,СреднийЧек,СрКолТоваров_вЧеке,G2_ДЕТСКОЕ ПИТАНИЕ,G2_ИГРУШКИ,"G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ",G2_КОСМЕТИКА/ГИГИЕНА,G2_КРУПНОГАБАРИТНЫЙ ТОВАР,G2_ОБУВЬ,G2_ПОДГУЗНИКИ,G2_СОПУТСТВУЮЩИЕ ТОВАРЫ,"G2_ТЕКСТИЛЬ, ТРИКОТАЖ",G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ,K9_Кластер,K10_Кластер,K11_Кластер,G8_Кластер,G9_Кластер,G10_Кластер,G11_Кластер
55574950-50544953555175,1,1690.0,1,1690.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-50545052545475,1,4099.0,1,4099.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-50545057575673,1,3351.0,1,3351.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-50545155535277,1,3200.0,1,3200.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-50545254565078,4,11445.1,5,2861.28,1.25,0,0,0,0,0,2,0,0,3,0,0,1,2,2,2,9,2
55574950-50545449525472,1,2061.0,1,2061.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-50545454534870,1,3390.0,2,3390.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-50545454534974,1,1679.0,1,1679.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-50545550494971,1,3610.0,1,3610.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-50545551515376,1,1335.0,4,1335.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55574950-50545554535276,1,2100.0,2,2100.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-50545655495671,1,10450.0,1,10450.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574950-50545748525271,1,2050.0,2,2050.0,2.0,0,0,0,0,2,0,0,0,0,0,2,8,4,3,3,6,3
55574950-50554950485177,1,2599.0,1,2599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-50554950544971,2,5418.0,2,2709.0,1.0,0,2,0,0,0,0,0,0,0,0,1,0,8,5,2,0,2
55574950-50555048515677,1,2390.0,2,2390.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-50555051564975,1,2598.0,2,2598.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55574950-50555055505071,1,275.0,1,275.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-50555556485677,1,1025.0,5,1025.0,5.0,0,5,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55574950-50555648545473,1,2629.0,2,2629.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-50555654485270,2,5639.0,2,2819.5,1.0,0,0,0,0,0,1,0,0,1,0,2,8,1,2,2,9,2
55574950-50555657494872,1,6175.0,1,6175.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-50555752574970,1,2250.0,2,2250.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-50555756494978,1,1971.0,1,1971.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-50564855515472,1,2230.0,2,2230.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-50564954554975,1,1700.0,6,1700.0,6.0,0,3,0,0,0,0,0,0,0,3,1,0,0,3,3,9,3
55574950-50565050575376,1,2061.0,4,2061.0,4.0,0,0,3,0,0,0,1,0,0,0,8,9,1,1,4,4,9
55574950-50565148495577,1,2800.0,1,2800.0,1.0,0,0,1,0,0,0,0,0,0,0,2,8,1,1,1,4,1
55574950-50565149505479,1,2150.0,1,2150.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55574950-50565156515372,2,10697.0,2,5348.5,1.0,0,0,0,0,1,0,0,0,0,1,7,2,4,5,5,0,10
55574950-50565250494977,1,532.0,2,532.0,2.0,0,0,0,0,1,0,0,0,0,0,2,8,1,3,3,5,3
55574950-50565252555077,1,4761.0,3,4761.0,3.0,0,0,1,0,2,0,0,0,0,0,2,8,4,4,4,5,9
55574950-50565254535074,1,1399.0,1,1399.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-50565255505376,1,5330.0,1,5330.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,4,6,6,1,6
55574950-50565257575170,1,1526.0,4,1526.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55574950-50565348564970,1,1371.0,10,1371.0,10.0,0,8,0,0,0,0,0,0,2,0,3,3,6,3,3,4,3
55574950-50565352524875,1,764.0,1,764.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-50565355555279,1,8549.0,1,8549.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55574950-50565356574870,2,6566.0,2,3283.0,1.0,0,0,0,0,1,0,1,0,0,0,5,8,4,5,2,0,2
55574950-50565451485578,1,2944.0,9,2944.0,9.0,0,0,0,2,0,0,0,0,7,0,0,4,10,6,6,5,9
55574950-50565453555473,1,1799.0,1,1799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-50565454574875,1,3349.0,1,3349.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-50565653525570,1,1018.0,3,1018.0,3.0,0,2,0,0,0,0,0,0,0,1,1,0,8,3,3,9,3
55574950-50565656565572,2,7257.1,4,3628.55,2.0,0,0,0,0,0,2,1,0,1,0,5,8,1,2,2,9,2
55574950-50565750575775,1,3599.0,1,3599.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-50574854485770,1,3398.0,2,3398.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55574950-50574856545573,1,2799.0,1,2799.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574950-50575050545274,2,3248.0,5,1624.0,2.5,0,0,0,0,0,0,5,0,0,0,5,6,3,5,2,0,2
55574950-50575149534979,1,579.0,1,579.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-50575548494870,1,390.0,1,390.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-50575552525379,1,460.0,1,460.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55574950-50575656514873,1,7388.0,1,7388.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55574950-50575656565677,1,5399.0,1,5399.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,4,6,6,1,6
55574950-51484855515070,1,5134.0,4,5134.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55574950-51484948514871,1,2166.0,1,2166.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-51485148575574,3,5093.0,7,1697.67,2.33,0,1,0,0,1,0,3,0,0,2,5,6,3,5,5,9,10
55574950-51485256555378,1,1690.0,1,1690.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-51485357555272,1,2006.0,3,2006.0,3.0,0,0,0,1,0,0,1,0,0,0,5,8,1,5,5,8,5
55574950-51485448535479,1,529.0,3,529.0,3.0,0,0,3,0,0,0,0,0,0,0,8,9,1,1,1,4,1
55574950-51485451555372,1,2274.0,11,2274.0,11.0,0,10,1,0,0,0,0,0,0,0,3,3,6,1,1,4,1
55574950-51485456545277,1,2596.0,9,2596.0,9.0,0,0,2,0,0,0,0,0,7,0,0,4,10,4,8,4,9
55574950-51485456555575,1,2650.0,1,2650.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-51494853535376,1,990.0,1,990.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55574950-51495149555170,1,1007.0,1,1007.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51495152505372,1,9152.0,8,9152.0,8.0,0,8,0,0,0,0,0,0,0,0,3,3,6,1,1,6,1
55574950-51495152545071,2,1646.0,6,823.0,3.0,0,2,0,0,0,0,0,0,4,0,0,1,2,5,2,0,2
55574950-51495156524973,1,629.0,1,629.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51495355515078,1,2815.0,5,2815.0,5.0,0,0,0,0,0,0,0,0,5,0,0,4,2,6,6,1,6
55574950-51495548564979,1,2130.0,1,2130.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-51495657505379,1,689.0,1,689.0,1.0,0,0,0,1,0,0,0,0,0,0,2,8,1,6,6,8,5
55574950-51504854555472,2,2248.27,6,1124.14,3.0,0,1,0,2,0,0,0,0,0,3,4,5,5,5,5,0,10
55574950-51504855495774,1,427.0,6,427.0,6.0,0,0,6,0,0,0,0,0,0,0,8,9,1,1,1,4,1
55574950-51505049484870,1,569.0,1,569.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51505354535476,1,5980.0,1,5980.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-51505355545371,1,1873.0,2,1873.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51505454504878,1,640.0,1,640.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55574950-51505656534970,2,4864.0,5,2432.0,2.5,0,0,0,0,2,0,1,0,2,0,2,1,2,5,2,0,2
55574950-51514953495377,1,45.0,1,45.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-51515252515678,1,2250.0,2,2250.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-51515253555672,1,3120.0,1,3120.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-51524849525074,1,2128.0,1,2128.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51524851565172,1,1430.0,2,1430.0,2.0,0,0,0,0,0,0,1,0,0,1,5,8,1,3,3,8,3
55574950-51524852505172,2,2159.0,13,1079.5,6.5,0,0,0,4,0,0,0,0,0,0,4,5,5,0,5,0,10
55574950-51524853535379,1,1010.0,1,1010.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51525151485476,1,2008.0,1,2008.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51525153515074,1,410.0,1,410.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574950-51525252505279,1,1939.0,3,1939.0,3.0,0,0,0,0,0,1,0,0,2,0,2,1,2,6,6,1,6
55574950-51525255494977,2,4879.0,3,2439.5,1.5,0,0,0,0,0,0,2,0,0,0,5,6,3,5,5,0,10
55574950-51525350505471,1,3309.0,1,3309.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51525353555570,1,1070.0,1,1070.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-51525355565577,1,494.0,1,494.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-51525357485770,1,1001.0,11,1001.0,11.0,1,0,0,0,0,0,0,0,4,0,0,1,2,0,0,5,9
55574950-51525450495474,1,989.0,1,989.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51525557565074,1,1078.0,2,1078.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574950-51525653485273,1,1246.0,2,1246.0,2.0,0,0,0,0,1,0,0,0,1,0,2,8,1,3,3,9,3
55574950-51525657574975,1,1007.5,3,1007.5,3.0,0,0,0,0,0,0,0,0,0,3,2,8,1,6,6,8,6
55574950-51525751555479,1,964.0,1,964.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574950-51534853565277,1,1500.0,1,1500.0,1.0,0,0,1,0,0,0,0,0,0,0,2,8,1,1,1,4,1
55574950-51534948494870,3,5407.0,7,1802.33,2.33,0,3,0,0,1,0,0,0,2,1,1,1,0,5,5,9,10
55574950-51534948515677,1,434.0,6,434.0,6.0,0,4,0,0,0,0,0,0,2,0,3,3,0,3,3,4,3
55574950-51534950485174,1,2110.0,1,2110.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-51535054485475,1,6299.0,1,6299.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-51535057545771,1,22320.0,1,22320.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574950-51535249505670,1,4378.0,7,4378.0,7.0,0,0,0,3,0,0,4,0,0,0,4,6,3,5,5,8,5
55574950-51535257495776,1,2230.0,2,2230.0,2.0,0,0,0,0,0,0,1,0,0,1,5,8,1,3,3,8,3
55574950-51535356505177,1,13990.0,1,13990.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574950-51535548535374,1,1169.0,1,1169.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51535549495073,1,2850.0,1,2850.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-51535550505772,1,2764.0,1,2764.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51545555575179,1,6390.0,1,6390.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-51545654485570,1,1095.0,1,1095.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-51554949485372,1,799.0,1,799.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574950-51555451554872,2,8494.0,7,4247.0,3.5,0,2,0,0,0,0,1,0,3,0,0,1,2,5,5,0,10
55574950-51555654554878,1,1003.0,1,1003.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51555749565779,1,4189.0,8,4189.0,8.0,0,2,0,1,0,0,1,0,2,0,1,1,2,5,5,5,9
55574950-51555756494870,1,1737.0,1,1737.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51564850515270,1,2588.0,1,2588.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55574950-51564954484873,1,2470.0,7,2470.0,7.0,0,0,0,0,0,1,0,0,6,0,0,4,10,6,6,1,6
55574950-51565050574877,1,2070.0,3,2070.0,3.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-51565051545472,1,2499.0,1,2499.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-51565151494978,1,3184.0,6,3184.0,6.0,0,6,0,0,0,0,0,0,0,0,3,3,6,1,1,6,1
55574950-51565157545272,1,2315.0,2,2315.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574950-51565248565376,1,2110.0,1,2110.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-51565252525074,1,999.0,1,999.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55574950-51565452534870,1,2130.0,1,2130.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-51565453565571,1,4161.0,8,4161.0,8.0,0,2,0,1,2,0,1,0,0,2,1,0,4,5,5,5,9
55574950-51565456545375,1,2075.0,1,2075.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-51565457485378,1,5513.0,1,5513.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51565552515073,1,2737.0,5,2737.0,5.0,0,0,0,2,0,0,2,0,0,1,4,5,5,5,5,8,9
55574950-51565557505677,1,1119.0,1,1119.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51565754525170,2,4215.0,4,2107.5,2.0,0,0,0,2,0,0,1,0,0,1,4,5,5,5,5,0,10
55574950-51574848495277,2,2619.0,2,1309.5,1.0,0,0,0,1,1,0,0,0,0,0,2,8,4,5,5,0,10
55574950-51574953565470,1,2778.0,3,2778.0,3.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55574950-51574956485072,1,2166.0,1,2166.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-51575048554876,1,4178.0,3,4178.0,3.0,0,1,0,0,0,1,0,0,1,0,1,0,8,2,2,9,2
55574950-51575052515773,1,13350.0,1,13350.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574950-51575053525574,2,3306.0,4,1653.0,2.0,0,1,0,0,0,0,1,0,2,0,5,1,2,5,2,0,2
55574950-51575057525772,1,3795.0,6,3795.0,6.0,0,0,0,0,0,0,0,0,6,0,0,4,10,6,6,1,6
55574950-51575154565172,1,2975.0,1,2975.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-51575155554870,1,3110.0,2,3110.0,2.0,0,0,0,0,0,2,0,0,0,0,2,8,1,6,6,1,6
55574950-51575155575671,2,5405.0,12,2702.5,6.0,0,10,0,1,0,0,1,0,0,0,3,3,6,5,5,0,10
55574950-51575349485175,2,4907.0,7,2453.5,3.5,0,1,0,0,0,0,3,0,2,0,5,6,3,5,5,0,10
55574950-51575351514976,2,2124.0,2,1062.0,1.0,0,0,0,0,0,0,1,0,1,0,5,8,1,5,2,0,2
55574950-51575455495372,1,2337.0,3,2337.0,3.0,0,1,0,0,0,0,2,0,0,0,5,6,3,1,3,4,3
55574950-51575556515379,1,2322.0,1,2322.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574950-51575648525678,1,2197.0,3,2197.0,3.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,1,6
55574950-51575648565576,1,18049.0,1,18049.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574950-51575656485571,1,4499.0,1,4499.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-51575657485178,1,733.0,2,733.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55574950-51575749484870,1,7410.0,1,7410.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55574950-51575749484976,1,550.0,1,550.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55574950-52484848484878,1,1454.0,1,1454.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52485250545470,1,3032.0,5,3032.0,5.0,0,0,0,1,0,0,3,0,0,0,5,6,3,5,5,8,5
55574950-52485349515076,1,2700.0,2,2700.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-52485553494871,1,967.0,6,967.0,6.0,0,0,0,0,0,0,0,0,6,0,0,4,10,6,6,1,6
55574950-52494853485370,1,3375.0,3,3375.0,3.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-52494856575779,1,2468.0,2,2468.0,2.0,0,1,0,0,0,0,1,0,0,0,1,0,8,1,3,4,3
55574950-52494950504971,1,2124.0,6,2124.0,6.0,0,0,0,4,0,0,2,0,0,0,4,5,5,5,5,8,5
55574950-52494952505775,1,2348.0,2,2348.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52494955505574,1,688.0,4,688.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55574950-52494956515478,3,3142.0,5,1047.33,1.67,0,4,0,0,0,0,1,0,0,0,3,3,0,5,2,9,2
55574950-52495055524972,2,5800.0,7,2900.0,3.5,0,4,0,0,0,0,0,0,3,0,3,3,0,5,2,0,2
55574950-52495152525274,1,9460.0,1,9460.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55574950-52495253544973,2,4526.0,2,2263.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,4,5,2,0,2
55574950-52495255505774,1,7244.0,1,7244.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55574950-52495256565674,1,582.0,2,582.0,2.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,3
55574950-52495354525677,1,2039.96,8,2039.96,8.0,0,3,1,1,0,0,1,0,1,1,1,0,0,4,4,5,9
55574950-52495355565078,1,3325.0,1,3325.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-52495448535679,1,4182.0,8,4182.0,8.0,0,0,0,0,0,0,0,0,8,0,0,4,10,6,6,1,6
55574950-52495554515078,1,6649.0,1,6649.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-52495748555774,1,7490.0,1,7490.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,6,1
55574950-52505556495377,1,4299.0,1,4299.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-52515357504872,1,19650.0,1,19650.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574950-52524849555370,1,944.0,2,944.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,8,1,1,4,1
55574950-52524954555072,2,3385.0,2,1692.5,1.0,0,0,0,0,0,0,2,0,0,0,5,6,3,5,2,0,2
55574950-52525152565575,1,799.0,1,799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-52525153495774,1,4139.0,1,4139.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52525257505376,2,2688.0,4,1344.0,2.0,0,4,0,0,0,0,0,0,0,0,3,3,0,5,2,0,2
55574950-52525356564973,1,23939.0,1,23939.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574950-52525456535273,1,938.0,2,938.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52525457545076,1,1260.0,2,1260.0,2.0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,6,8,6
55574950-52525648555172,3,2888.0,7,962.67,2.33,0,2,0,3,0,0,0,0,0,2,4,5,5,5,5,7,10
55574950-52525749495677,1,446.0,4,446.0,4.0,0,3,0,0,0,0,0,0,1,0,1,0,0,3,3,4,3
55574950-52525752575473,1,799.0,1,799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-52534848555370,1,736.0,1,736.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55574950-52534853484977,1,3058.0,2,3058.0,2.0,0,0,0,0,2,0,0,0,0,0,2,8,4,3,3,6,3
55574950-52534950575776,2,3104.0,4,1552.0,2.0,0,2,0,1,0,0,1,0,0,0,1,0,8,5,5,0,10
55574950-52535052525572,1,1344.0,6,1344.0,6.0,0,0,0,0,0,0,0,0,4,0,0,1,2,3,3,4,3
55574950-52535055545277,1,1141.0,3,1141.0,3.0,0,2,0,0,0,0,0,0,1,0,1,0,8,3,3,4,3
55574950-52535148565775,1,1969.0,1,1969.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52535253524971,1,965.0,1,965.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-52535254565679,2,5016.0,7,2508.0,3.5,0,0,0,3,0,0,2,0,0,2,4,5,5,5,5,0,10
55574950-52535255494871,1,2565.0,2,2565.0,2.0,0,0,0,0,0,0,1,0,1,0,5,8,1,3,3,4,3
55574950-52535255495771,1,319.0,1,319.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52535357555575,1,4437.0,2,4437.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52535550515079,1,1169.0,2,1169.0,2.0,0,0,1,1,0,0,0,0,0,0,2,8,1,4,4,5,9
55574950-52535648484870,1,3450.0,4,3450.0,4.0,0,2,0,1,0,0,1,0,0,0,1,0,8,5,5,5,9
55574950-52535649575173,1,3039.0,1,3039.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55574950-52535651535670,1,2550.0,3,2550.0,3.0,0,1,0,0,0,0,1,0,0,0,1,0,8,1,3,4,3
55574950-52535655545674,1,2698.0,2,2698.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55574950-52535656555073,1,7874.0,4,7874.0,4.0,0,0,0,0,2,0,1,0,1,0,7,2,4,3,3,9,3
55574950-52535750515679,1,1099.0,1,1099.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574950-52535754525674,1,2130.0,1,2130.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-52544855494973,3,1285.0,4,428.33,1.33,0,1,0,0,0,0,0,0,2,1,2,1,2,5,5,9,10
55574950-52544948525176,2,2079.0,20,1039.5,10.0,6,0,0,0,0,0,1,0,0,0,6,7,9,0,0,7,0
55574950-52544949505578,1,1994.0,2,1994.0,2.0,0,1,0,0,0,0,1,0,0,0,1,0,8,1,3,4,3
55574950-52545054484872,1,439.0,1,439.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55574950-52545151485471,1,477.0,1,477.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52545248525274,1,14300.0,1,14300.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574950-52545251505072,1,2120.0,1,2120.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55574950-52545252575179,1,400.0,1,400.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52545351564871,1,470.0,1,470.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52545455524874,1,693.0,1,693.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55574950-52545455555776,1,9306.0,1,9306.0,1.0,0,1,0,0,0,0,0,0,0,0,7,2,4,1,1,6,1
55574950-52545548485673,1,15996.0,1,15996.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55574950-52545554485471,1,1790.0,1,1790.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55574950-52545556575173,1,224.0,2,224.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,8,1,1,4,1
55574950-52545648485274,1,2880.0,1,2880.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55574950-52545649515670,1,240.0,10,240.0,10.0,0,1,0,0,0,0,0,0,0,0,1,0,8,3,3,5,9
55574950-52545655515373,4,2949.0,5,737.25,1.25,0,3,0,0,0,0,2,0,0,0,1,6,0,5,2,9,2
55574950-52545751554977,1,1765.0,5,1765.0,5.0,0,0,0,0,0,0,0,0,0,5,2,8,1,3,6,8,6
