Телефон_new,ЧислоЗаказов,ОбщаяСуммаПокупок,ОбщееКоличествоТоваров,СреднийЧек,СрКолТоваров_вЧеке,G2_ДЕТСКОЕ ПИТАНИЕ,G2_ИГРУШКИ,"G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ",G2_КОСМЕТИКА/ГИГИЕНА,G2_КРУПНОГАБАРИТНЫЙ ТОВАР,G2_ОБУВЬ,G2_ПОДГУЗНИКИ,G2_СОПУТСТВУЮЩИЕ ТОВАРЫ,"G2_ТЕКСТИЛЬ, ТРИКОТАЖ",G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ,K9_Кластер,K10_Кластер,K11_Кластер,G8_Кластер,G9_Кластер,G10_Кластер,G11_Кластер
55575453-52495349515170,1,3499.0,1,3499.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575453-52495455575279,1,999.0,1,999.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-52495751535177,2,3198.0,4,1599.0,2.0,0,0,0,0,0,0,1,0,2,0,5,1,2,5,5,0,10
55575453-52504852575271,1,1299.0,1,1299.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-52505055514979,1,269.0,1,269.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-52505154495073,1,726.0,3,726.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55575453-52505154555477,2,10858.0,6,5429.0,3.0,0,1,0,0,1,0,3,0,0,0,5,6,3,5,5,0,10
55575453-52505155555277,1,1367.0,2,1367.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-52505155565172,1,2539.0,11,2539.0,11.0,0,1,0,7,0,0,1,0,0,0,4,5,5,5,5,5,9
55575453-52505251575672,1,525.0,5,525.0,5.0,0,5,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575453-52505357515373,1,399.0,1,399.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-52505454565177,1,842.0,3,842.0,3.0,0,1,0,1,0,0,0,0,0,1,1,0,8,5,5,5,9
55575453-52505552495375,1,2369.0,2,2369.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575453-52505553554877,1,2412.0,4,2412.0,4.0,2,0,0,1,0,0,1,0,0,0,5,8,1,0,0,5,9
55575453-52514848504977,1,1600.0,4,1600.0,4.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,4,3
55575453-52514851574874,1,597.0,2,597.0,2.0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,6,8,6
55575453-52514855505676,1,2897.0,1,2897.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575453-52515050484977,2,2477.0,9,1238.5,4.5,0,9,0,0,0,0,0,0,0,0,3,3,6,5,2,0,2
55575453-52515052555679,1,1204.0,6,1204.0,6.0,0,6,0,0,0,0,0,0,0,0,3,3,6,1,1,6,1
55575453-52515152564972,1,9160.0,4,9160.0,4.0,0,0,0,0,0,0,1,0,0,0,7,2,4,3,3,8,5
55575453-52515156535372,1,2632.0,7,2632.0,7.0,0,0,0,1,0,0,1,0,4,0,0,1,2,5,5,5,9
55575453-52515352525175,1,551.0,4,551.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575453-52515356505372,1,3729.0,1,3729.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-52515448494978,1,272.0,6,272.0,6.0,0,4,1,0,0,0,0,0,0,0,3,3,0,1,1,4,1
55575453-52515453535774,1,3845.0,1,3845.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-52515551504871,1,2049.0,2,2049.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55575453-52515557555075,1,632.0,5,632.0,5.0,0,2,1,1,0,1,0,0,0,0,1,0,8,0,4,2,4
55575453-52515651485470,1,2078.0,6,2078.0,6.0,0,0,0,2,2,0,0,0,0,2,4,5,5,5,5,5,9
55575453-52515749525770,1,2679.0,4,2679.0,4.0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,3,4,3
55575453-52524851565672,1,3859.0,1,3859.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-52524952505272,1,1836.0,4,1836.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575453-52525157495772,1,1189.0,1,1189.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-52525249505076,1,3285.0,3,3285.0,3.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-52525351515377,1,3498.0,2,3498.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-52525351555378,1,1377.0,1,1377.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575453-52525548555475,1,1856.0,3,1856.0,3.0,0,2,0,0,1,0,0,0,0,0,1,0,8,3,3,6,3
55575453-52525553515173,2,2242.0,2,1121.0,1.0,0,0,0,0,0,0,1,0,0,1,5,8,1,5,5,0,10
55575453-52534851565478,1,9779.0,1,9779.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55575453-52534851575174,1,2380.0,2,2380.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-52534955545376,1,4380.0,4,4380.0,4.0,0,0,0,0,0,0,3,0,0,0,5,6,3,1,3,8,5
55575453-52535054485173,1,2812.0,1,2812.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-52535057575771,2,6555.0,6,3277.5,3.0,0,0,0,0,0,0,3,0,0,0,5,6,3,5,5,0,10
55575453-52535353535375,1,4750.0,1,4750.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575453-52545653535375,1,659.0,1,659.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-52545749534974,1,1101.0,7,1101.0,7.0,0,0,0,0,0,0,4,0,1,0,5,6,3,3,3,4,3
55575453-52555449515576,1,7600.0,1,7600.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,6,1
55575453-52555552504876,1,13120.0,3,13120.0,3.0,0,0,0,0,3,0,0,0,0,0,7,2,7,3,3,6,3
55575453-52555650544876,1,1000.0,1,1000.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575453-52555657575278,1,14249.0,1,14249.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55575453-52565051555373,1,2090.0,1,2090.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575453-52565153565573,1,2191.0,4,2191.0,4.0,0,0,0,0,0,0,3,0,0,0,5,6,3,1,3,8,5
55575453-52565454565078,1,18509.0,1,18509.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55575453-53485249535078,1,3285.0,3,3285.0,3.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-53494849495378,1,315.0,3,315.0,3.0,0,0,0,0,0,0,0,0,0,3,2,8,1,6,6,8,6
55575453-53494856495278,1,3302.0,5,3302.0,5.0,0,2,1,0,0,0,1,0,0,1,1,0,8,4,4,5,9
55575453-53494948505076,1,554.0,2,554.0,2.0,0,0,0,1,0,0,0,0,0,0,2,8,1,6,6,8,5
55575453-53495352565278,1,1016.0,3,1016.0,3.0,0,0,0,1,1,0,0,0,1,0,2,8,1,5,5,5,9
55575453-53495757575371,1,1323.0,3,1323.0,3.0,0,2,0,0,0,0,1,0,0,0,1,0,8,1,3,4,3
55575453-53505348555178,1,2379.0,2,2379.0,2.0,0,0,0,0,0,1,0,0,1,0,2,8,1,6,6,1,6
55575453-53505457574874,1,3358.0,2,3358.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-53505653554970,2,4786.0,4,2393.0,2.0,0,0,0,0,0,0,4,0,0,0,5,6,3,5,2,0,2
55575453-53505657505379,1,420.0,1,420.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-53514849565170,1,549.0,1,549.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-53515356485478,1,4038.0,2,4038.0,2.0,0,0,0,1,0,1,0,0,0,0,2,8,1,6,6,2,6
55575453-53515455555275,1,2398.0,2,2398.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575453-53515652565570,1,2580.0,2,2580.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-53515653545073,1,456.0,1,456.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575453-53515750555578,1,2810.0,2,2810.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55575453-53525153575379,1,242.0,1,242.0,1.0,0,0,1,0,0,0,0,0,0,0,2,8,1,1,1,4,1
55575453-53525253495371,2,5773.0,5,2886.5,2.5,0,0,0,0,0,0,2,0,0,0,5,6,3,5,5,0,10
55575453-53525549484874,1,1695.0,1,1695.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-53525757564873,1,1125.0,1,1125.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-53535049494975,1,2789.0,1,2789.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-53535049524976,1,1069.0,7,1069.0,7.0,0,4,3,0,0,0,0,0,0,0,8,9,0,1,1,4,1
55575453-53535152515676,1,9880.0,1,9880.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55575453-53535557535375,1,9460.0,1,9460.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55575453-53535755555173,1,2099.0,3,2099.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55575453-53544854545078,1,1162.0,9,1162.0,9.0,0,0,0,6,0,0,0,0,0,3,4,5,5,6,6,8,9
55575453-53545153545071,2,4891.0,3,2445.5,1.5,0,0,0,0,0,0,2,0,1,0,5,6,3,5,2,0,2
55575453-53545157575271,1,3400.0,1,3400.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-53545354535370,1,6650.0,1,6650.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575453-53545450525274,3,8474.0,4,2824.67,1.33,0,0,0,0,1,0,1,0,0,1,5,6,3,5,5,2,4
55575453-53545450525675,2,17801.0,3,8900.5,1.5,0,1,0,1,1,0,0,0,0,0,7,2,7,5,5,0,10
55575453-53545754565678,3,8168.0,4,2722.67,1.33,0,0,0,0,0,2,0,0,2,0,2,1,2,2,2,9,2
55575453-53555052504972,1,2270.0,1,2270.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-53555057555077,1,778.0,2,778.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55575453-53555357544876,1,2850.0,1,2850.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-53555454555574,1,3988.0,4,3988.0,4.0,0,0,0,0,3,0,0,0,0,0,2,8,4,3,3,5,3
55575453-53555556504971,1,799.0,1,799.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-53555750505079,1,3748.0,5,3748.0,5.0,0,0,0,0,0,0,2,0,0,3,5,6,3,3,3,8,3
55575453-53564951564974,1,18499.0,1,18499.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55575453-53565050565678,2,3985.0,4,1992.5,2.0,0,0,0,0,0,0,2,0,0,2,5,6,3,5,5,0,10
55575453-53565154485576,1,94.0,1,94.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575453-53565357565776,2,4074.0,4,2037.0,2.0,0,0,0,0,0,0,3,0,0,0,5,6,3,5,5,0,10
55575453-53565454524977,1,2923.0,7,2923.0,7.0,0,0,0,0,0,0,0,0,7,0,0,4,10,6,6,1,6
55575453-53565550574872,1,315.0,1,315.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-53574848485475,1,2002.0,3,2002.0,3.0,0,0,0,2,0,0,1,0,0,0,4,5,5,5,5,8,5
55575453-53574853555379,1,2242.0,7,2242.0,7.0,0,0,0,2,0,1,1,0,0,0,4,5,5,0,4,7,0
55575453-53575154535274,1,1399.0,1,1399.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-53575248495678,1,645.0,1,645.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-53575453484875,1,920.0,1,920.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575453-54485353545675,2,3874.0,11,1937.0,5.5,0,5,6,0,0,0,0,0,0,0,8,9,0,4,8,3,4
55575453-54485457525476,1,388.0,2,388.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-54485556484979,1,1380.0,2,1380.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-54495156544877,2,4810.0,6,2405.0,3.0,0,5,0,0,1,0,0,0,0,0,3,3,0,5,2,0,2
55575453-54495250554973,1,1906.0,2,1906.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,8,3,3,9,3
55575453-54495353495370,1,1750.0,2,1750.0,2.0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,6,8,6
55575453-54495456514872,1,2290.0,1,2290.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-54505050555270,1,1799.0,1,1799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-54505248555177,1,542.0,2,542.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,8,1,1,4,1
55575453-54514956575072,1,2398.0,2,2398.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-54515051495079,1,1802.0,2,1802.0,2.0,0,0,0,1,0,0,1,0,0,0,5,8,1,5,5,8,5
55575453-54515149485578,2,5497.0,3,2748.5,1.5,0,0,0,0,0,0,0,0,3,0,0,1,2,5,2,0,2
55575453-54515151515278,1,2037.0,3,2037.0,3.0,0,2,0,0,0,0,1,0,0,0,1,0,8,1,3,4,3
55575453-54515157535379,2,6054.0,5,3027.0,2.5,0,2,0,0,0,0,0,0,0,3,1,0,8,5,5,0,10
55575453-54515248564970,2,8070.0,7,4035.0,3.5,0,0,0,0,0,0,2,0,0,0,5,6,3,5,5,0,10
55575453-54515249555079,1,5050.0,3,5050.0,3.0,0,2,0,0,1,0,0,0,0,0,1,0,8,3,3,6,3
55575453-54515257505274,1,1125.0,1,1125.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-54524952565278,1,1555.0,5,1555.0,5.0,0,3,1,0,0,0,0,0,0,1,1,0,0,4,4,5,9
55575453-54525555555770,1,1999.0,1,1999.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-54525753544879,1,13870.0,1,13870.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55575453-54535753494974,1,1185.0,1,1185.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575453-54545256535773,1,1095.0,1,1095.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-54545752555072,1,2070.0,3,2070.0,3.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-54554948534879,1,3390.0,2,3390.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-54554952495476,1,2108.0,4,2108.0,4.0,0,0,0,1,0,0,1,0,0,2,5,8,1,5,5,8,9
55575453-54574950565171,1,3599.0,1,3599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-54575657505178,1,1625.0,2,1625.0,2.0,0,0,0,0,0,0,1,0,0,1,5,8,1,3,3,8,3
55575453-54575657505372,1,3246.0,9,3246.0,9.0,0,9,0,0,0,0,0,0,0,0,3,3,6,1,1,6,1
55575453-54575657555072,1,7999.0,1,7999.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55575453-55484850575474,1,792.0,4,792.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575453-55485049515079,2,1957.0,11,978.5,5.5,0,7,4,0,0,0,0,0,0,0,3,3,6,4,8,3,4
55575453-55485051535577,1,1399.0,1,1399.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-55485151545470,1,1018.0,7,1018.0,7.0,0,7,0,0,0,0,0,0,0,0,3,3,6,1,1,6,1
55575453-55485348484976,1,1125.0,1,1125.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-55485549504877,1,720.0,1,720.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575453-55485649505375,1,9880.0,1,9880.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55575453-55485651505178,1,2600.0,1,2600.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575453-55494849495073,1,3663.0,2,3663.0,2.0,0,1,0,0,0,0,0,0,1,0,1,0,8,3,3,4,3
55575453-55504852504877,2,2952.0,4,1476.0,2.0,2,0,0,0,0,1,0,0,1,0,2,8,1,0,0,7,0
55575453-55505452515377,1,1359.0,1,1359.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-55505650555375,1,3512.0,1,3512.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575453-55505654534875,1,20825.0,1,20825.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55575453-55505752575275,1,1299.0,1,1299.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-55534852574974,2,5204.0,5,2602.0,2.5,0,2,0,1,0,0,1,0,0,1,1,0,8,5,5,0,10
55575453-55534853575375,1,3365.0,2,3365.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575453-55534950535373,1,2166.0,1,2166.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575453-55534951495270,1,3789.0,1,3789.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-55535352565474,1,5130.0,1,5130.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575453-55535754575477,1,1249.0,2,1249.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-55545054505476,1,1273.0,1,1273.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-55545352524874,1,999.0,1,999.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-55545452535071,1,2198.0,2,2198.0,2.0,0,0,0,0,0,1,0,0,1,0,2,8,1,6,6,1,6
55575453-55545455485774,1,1499.0,1,1499.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-55545652555270,1,2010.0,1,2010.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-55555353525275,1,2110.0,2,2110.0,2.0,0,0,0,0,0,2,0,0,0,0,2,8,1,6,6,1,6
55575453-55555552485670,1,4189.0,1,4189.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-55565555565679,1,699.0,1,699.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-55565648515376,1,2050.0,1,2050.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-55565653535577,1,699.0,1,699.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575453-55574848535770,1,685.0,7,685.0,7.0,0,5,1,0,0,0,0,0,0,0,3,3,0,1,1,4,1
55575453-55575049514879,1,1690.0,1,1690.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-55575150504975,1,2163.0,7,2163.0,7.0,0,0,0,0,0,0,0,0,7,0,0,4,10,6,6,1,6
55575453-55575255525579,1,3273.0,2,3273.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575453-56495156525671,1,5679.0,1,5679.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-56504857515378,1,14300.0,1,14300.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55575453-56525057545675,2,873.95,2,436.98,1.0,0,0,1,0,0,0,0,0,1,0,2,8,1,4,8,3,4
55575453-56525153565677,1,1095.0,1,1095.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-56525349535479,1,1012.0,7,1012.0,7.0,0,7,0,0,0,0,0,0,0,0,3,3,6,1,1,6,1
55575453-56525353535170,1,1326.0,1,1326.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-56525548565374,1,847.0,5,847.0,5.0,0,5,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575453-56525550484875,4,434.0,7,108.5,1.75,0,7,0,0,0,0,0,0,0,0,3,3,6,5,2,9,2
55575453-56525653515573,1,2998.0,3,2998.0,3.0,0,0,0,0,3,0,0,0,0,0,2,8,4,3,3,6,3
55575453-56525654535678,1,399.0,1,399.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-56534854535775,1,9785.0,1,9785.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55575453-56534956535172,1,3369.0,1,3369.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-56535449505273,1,2388.0,6,2388.0,6.0,0,4,0,0,0,0,0,0,1,1,3,3,0,3,3,9,3
55575453-56535548525474,1,2003.0,5,2003.0,5.0,0,2,0,2,0,0,1,0,0,0,4,5,5,5,5,5,9
55575453-56535550545178,2,3710.0,2,1855.0,1.0,0,0,0,0,0,1,1,0,0,0,5,8,1,2,2,9,2
55575453-56535648535679,1,3759.0,10,3759.0,10.0,0,1,2,0,0,0,1,0,3,0,0,1,2,4,4,4,9
55575453-56535656555673,1,10450.0,1,10450.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,7,7,7,6,7
55575453-56535755525279,1,539.0,1,539.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575453-56564848574870,1,3267.0,1,3267.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-56565251544976,1,2250.0,2,2250.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575453-56565252535275,1,531.0,15,531.0,15.0,5,0,0,0,0,0,0,0,0,0,6,7,9,0,0,5,9
55575453-56565549484870,1,1890.0,1,1890.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-56565651564976,1,460.0,1,460.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575453-57485549495671,1,796.0,1,796.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-57485757555479,1,2047.0,3,2047.0,3.0,0,0,1,0,0,0,2,0,0,0,5,6,3,1,4,4,9
55575453-57515755515575,1,760.0,2,760.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575453-57554849544970,1,9300.0,1,9300.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55575453-57555152495375,1,1354.0,3,1354.0,3.0,0,0,0,0,0,0,0,0,1,2,2,8,1,6,6,9,6
55575453-57555756485177,2,2504.0,2,1252.0,1.0,0,2,0,0,0,0,0,0,0,0,1,0,8,5,2,0,2
55575453-57565350575575,1,2190.0,2,2190.0,2.0,0,1,0,0,0,0,1,0,0,0,1,0,8,1,3,4,3
55575453-57565548485370,1,759.0,2,759.0,2.0,0,0,0,0,0,2,0,0,0,0,2,8,1,6,6,1,6
55575453-57565755504977,3,7835.0,5,2611.67,1.67,0,0,0,0,0,1,0,0,4,0,0,1,2,2,2,9,2
55575453-57574848534870,1,3999.0,1,3999.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575454-48484850565472,1,4249.0,1,4249.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575454-48484951545177,1,1199.0,1,1199.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575454-48485050494972,1,299.0,1,299.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575454-48485151565670,3,6633.0,11,2211.0,3.67,0,2,0,0,0,0,3,0,0,0,5,6,3,5,5,3,10
55575454-48485453555076,1,7599.0,1,7599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,6,1
55575454-48485749565675,2,7459.0,2,3729.5,1.0,0,0,0,0,2,0,0,0,0,0,2,8,4,5,2,0,2
55575454-48485755535672,1,4886.0,6,4886.0,6.0,0,0,0,0,0,2,0,0,4,0,0,1,2,6,6,1,6
55575454-48494849545371,1,545.0,1,545.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575454-48494853565075,3,6413.0,6,2137.67,2.0,0,0,0,0,1,0,1,0,4,0,0,1,2,5,2,9,2
55575454-48495153494975,1,1749.0,2,1749.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575454-48495349504974,1,1426.0,5,1426.0,5.0,0,0,0,0,0,0,0,0,5,0,0,4,2,6,6,1,6
55575454-48495754575079,1,470.0,1,470.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575454-48505153545577,1,1190.0,1,1190.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575454-48505356555578,2,2809.0,3,1404.5,1.5,0,0,0,0,0,0,1,0,1,0,5,8,1,5,5,0,10
55575454-48505552535577,2,6984.0,11,3492.0,5.5,0,2,0,1,1,0,0,0,4,2,0,1,2,5,5,0,10
55575454-48505649545078,1,1799.0,1,1799.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575454-48505651545575,1,133.0,1,133.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575454-48515555525774,1,2926.0,7,2926.0,7.0,0,0,2,0,0,0,1,0,0,3,8,8,1,4,4,5,9
55575454-48515756535779,1,3998.0,2,3998.0,2.0,0,0,0,0,0,1,0,0,1,0,2,8,1,6,6,1,6
55575454-48525448535472,1,2355.0,1,2355.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575454-48525457505079,3,6001.0,9,2000.33,3.0,0,1,0,0,0,0,0,0,8,0,0,4,10,5,2,9,2
55575454-48525754555576,1,990.0,1,990.0,1.0,0,0,0,1,0,0,0,0,0,0,2,8,1,6,6,8,5
55575454-48535048545470,1,4296.0,1,4296.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575454-48535053495679,1,1366.0,5,1366.0,5.0,0,5,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
